"cwc_base","cwc_inc","uwc_base","uwc_inc"
-2.12768970786887,0.906033511700948,-3.13932829777234,0.787834521319409
-1.81296842066086,0.722598883480103,-4.39686168478295,1.07472751227536
-1.56177550943999,0.57711870563498,-3.08483305675452,0.698175272992145
-1.9521147531553,0.852107843659218,-3.50375442054717,0.803954201100982
-1.34299663252475,0.609421866828798,-3.25096287588199,0.832902085296454
-1.26068315200609,0.611509142548381,-3.38120154390953,0.806646060180401
-1.69915959883964,0.497226092175829,-3.86206889524759,0.978884891533396
-2.24478578576695,0.805515631029347,-4.3019400157235,1.017425308422
-2.14382393198844,0.962815277468847,-3.98440780113213,1.13625600882642
-2.49347663650783,0.99889933401818,-4.78924058898504,1.15364597260689
-1.51827328078134,0.54446766484346,-3.59931892508956,0.849875642486486
-1.56181999775624,0.577447325159346,-3.16929458426283,0.738873443062731
-2.38764944547414,0.943598556816103,-4.56059333670749,1.16089612261735
-1.5201989139312,0.624913142800404,-3.09779083483075,0.730100822684067
-1.8525644330617,0.650890305898866,-4.07488226679779,1.05827848446355
-1.8525644330617,0.650890305898866,-4.07488226679779,1.05827848446355
-2.36313163566892,0.871314777125072,-4.17326103204773,0.95543594683118
-2.2933937960449,1.04645564173579,-3.94029619371983,0.932310155550976
-1.70745292496573,0.757307354402801,-4.22927804882335,1.14306397980249
-2.24279809697184,1.02878609664297,-3.75536211629717,0.910482010977509
-2.18957582769028,0.810731271614559,-3.23784148166702,0.752017353273177
-2.42822131028544,0.919833075671712,-3.12757288285367,0.790624426470507
-2.15990796909784,0.881820392214154,-4.95578803141052,1.32739000958654
-1.79859215559649,0.718857296680491,-4.15086388808349,1.02886178694824
-1.75491121738962,0.603314114969471,-3.70225213345283,0.914665942634319
-1.84032631414961,0.879335513838031,-4.72667998649557,1.25817739901516
-2.15791042707869,0.7289602770067,-5.04444683622057,1.32285720933627
-2.0404871898552,1.01982703052812,-4.03570548878386,1.05368105526212
-1.91851464801158,0.921064790741016,-4.12443459118612,1.13100774663682
-2.33255829043746,0.940852624115933,-4.70997974323594,1.29499575468507
-2.40705525114677,0.966548966419844,-4.77140965926662,1.13466935678619
-2.29620021119691,1.00271539425179,-4.74515193632682,1.20589758075894
-2.35410748627233,1.02019430275028,-4.84484485478437,1.24048296524018
-2.25278065609738,1.05260284689875,-4.83170721400385,1.20003114374173
-1.92878461934059,0.707784490812431,-4.37125750695541,1.08445643546284
-1.77512548427515,0.722822749116525,-4.96897501470471,1.37231194126246
-1.9123150509184,0.773213029523253,-4.57678333128224,1.08631710884186
-1.54420199777072,0.508662550491683,-3.94010112905963,0.92642274571033
-1.39902847982827,0.548938057568323,-3.67574907090579,0.928443530552312
-2.46088412745781,0.967452612226417,-4.61726095126666,1.2553353544409
-2.32765677015873,0.916384408660903,-4.27211938994983,1.0140359609919
-2.08281607642917,0.823560061210258,-3.80802349183607,0.89992636028828
-2.00400720706305,0.812758629764005,-4.05411785176816,0.930057893023933
-2.1520226926091,0.842843282219971,-4.99943602593407,1.09874853701941
-2.57582071118947,1.17352228785086,-4.71751639773399,1.20750581991814
-2.31812956115207,0.87496637661914,-4.06611520619649,1.02191647444072
-2.17221506757295,0.833375292014974,-3.0108152141564,0.701971064040714
-2.20185383851364,0.891000437682575,-3.09343970663886,0.640414986698426
-2.02053246572333,0.838101004241979,-4.34707275337314,1.18198520669676
-1.63778936432062,0.716158718378817,-3.43883103539176,0.897488363789486
-1.75366267379034,0.716697738714598,-3.72612939476489,0.903160782659129
-2.3944646456418,1.01303659347009,-3.50394099322405,0.828361650102485
-2.1792417299893,0.863357212810296,-3.20021320745588,0.743672685761943
-1.93927776047178,0.798410180733589,-3.54864387081601,0.864855560040452
-1.87631285988514,0.733753272882603,-3.33856451989369,0.812612874928855
-2.15690931082712,0.924151757365998,-4.43929043551673,1.13088669989043
-2.06984762008878,0.815208052424309,-4.11183239027737,1.01294344420576
-1.91336439686313,0.737011713578348,-4.1112780818462,1.01826295413633
-1.90149010754648,0.749855714566767,-4.25735669561259,0.966684602193213
-2.03661083249432,0.813356131944283,-3.76324510284877,0.88385662190037
-2.18616512796268,0.92286016515642,-3.79736997832473,0.990888993295323
-2.22565760400069,0.856028012932232,-3.21972529731428,0.767204875540448
-2.02689478408683,0.841532000819017,-3.42749700875882,0.817964356298477
-2.12843928691729,0.810654591973977,-3.85590771563736,0.828462985302797
-2.35804618591237,0.899123269028851,-3.68079569764097,0.934873306621058
-2.44087465470495,1.03518045068071,-3.92826134276902,0.891277756087352
-1.56183220989209,0.757818141818582,-4.33379486563351,1.1487483256119
-2.35630238679911,0.901070415827815,-4.11499379816589,1.02346953813946
-1.74818126283638,0.778805493800384,-5.02686138617065,1.2662768225283
-1.66430960139446,0.643596965422627,-3.330958627603,0.865002375086377
-1.67249178034915,0.633589695036367,-3.00834473722719,0.758088715120291
-1.77609123062713,0.661007586922553,-3.07979029040457,0.824425383445602
-1.75756333959949,0.654272623911302,-3.06459574066535,0.780425041532268
-1.13262511846578,0.492371099768785,-5.51414600773329,1.39443970202318
-2.66267774607685,0.993330849501331,-2.66195513235618,0.543353733795143
-2.6684613920748,0.986460152092654,-2.45345078935783,0.542168292689875
-2.0636916634782,0.972577785289059,-2.81954502919378,0.643131030348083
-2.14960265341311,0.759125223128748,-2.7953253446829,0.632541950486735
-2.21552861877991,0.867906260491653,-2.81059826007993,0.63329698163388
-2.56494399216134,1.0294453028714,-4.38648208410653,1.17669505251701
-1.87950404642915,0.741179056351418,-4.20694314507007,1.05037353537478
-1.69220551409707,0.686937787079651,-5.66737460733851,1.42785941677234
-1.81281107227899,0.727845465369675,-5.38104148990428,1.35349375640067
-1.64295812924419,0.635414891239493,-5.50628038026509,1.44922550006615
-1.46785045613169,0.586898757949523,-3.08891680476782,0.713806564735943
-1.54936635832271,0.536481329187108,-4.13074700945743,1.0151711883619
-2.40157001381301,0.90360606687539,-4.12993492230238,0.996504016704014
-2.1388110856302,0.957616552585955,-4.01061795527429,0.980991481883269
-2.81265915859698,0.938255831393004,-4.08015472057074,0.929622983010252
-2.18487548608906,0.888812813596926,-3.39684979441552,0.749509671428228
-1.68980804029739,0.722953794713968,-3.28791811984575,0.859559660323859
-1.74813320272405,0.698177701379463,-3.45463260900479,0.788998111785217
-1.64529461117597,0.753582747505892,-4.03950703389837,1.09730976185778
-1.97135385415553,0.700587953382193,-3.37365359989387,0.852931796125488
-1.88683700855164,0.681769029583608,-3.15880473475144,0.814574201875225
-1.84646286545533,0.64739841726112,-3.8287659750105,0.829166993172905
-2.03458985915825,0.70064723966235,-3.97869147086818,1.09783804203469
-1.75089786271627,0.757821251322813,-3.70254075779739,0.971998040180941
-2.18447704547403,0.826938707530717,-2.90442956535547,0.727118302711169
-1.96225021323857,0.793236359903918,-3.48740524483815,0.800214523487794
-1.95891543841086,0.769708719875401,-3.16201567520759,0.826186938194325
-1.56351162089242,0.737637158425081,-4.00472392441729,0.919388035580982
-2.1525663683872,0.68194677192399,-3.44603896238797,0.915772781592977
-1.60767658274569,0.787229698652878,-3.91700527591357,1.0320425892147
-1.93547698082739,0.732960327299668,-4.27331396444876,1.1065917327383
-1.71940536529601,0.620706582912464,-4.97233561281254,1.30304263668246
-1.82961390290844,0.600919402889301,-4.94748066805059,1.25513170025236
-1.72304154403464,0.799803553751192,-3.78967623673545,0.935936238904341
-1.91698030142521,0.634977814837246,-4.4576541804578,1.08730707245364
-1.92786808001999,0.827858184810178,-5.08462600431078,1.27140804734487
-1.97346689104122,0.838041489582102,-5.10628124660711,1.16591959859548
-2.12342980401523,0.956350787103677,-4.21494071506635,1.20853245666576
-2.07495131805169,0.977705882705945,-4.43370743476694,1.15947148501404
-1.61023538754333,0.634552420220747,-3.90539781988248,0.967867375911367
-2.03722465484609,0.813855776677599,-4.62997516285101,1.16895670147604
-1.9971440376903,0.788730577932188,-4.89424932843497,1.11043016913106
-2.32484591797921,1.03786659489727,-4.9100474505234,1.12438653260085
-2.12908733229536,0.901557105400386,-4.34127735348992,1.23654616795633
-2.03660120928847,0.847361227666561,-3.50781727541037,0.789358252545999
-1.68983149775723,0.668007888305302,-4.31752751973385,1.08543711404403
-1.58152846605372,0.481705079169789,-4.25866978324298,1.08532633182861
-1.62670344631842,0.587163925079414,-3.77481474948739,0.908904381364405
-2.2805928057385,0.800828303058193,-4.23461350245251,1.04888355873693
-2.38248418579638,1.00039506856481,-4.52305134131078,1.16160947982647
-1.68753606245987,0.626315147729839,-4.56679499836297,1.13517443503425
-1.64471953856165,0.641068593691517,-3.95677798248777,0.964028279557798
-1.38691490831446,0.497748985593261,-3.97003110749641,1.02301196522785
-1.74212066891598,0.667345140808412,-4.4111963670916,1.14353273551926
-2.09455632174984,0.81888801749946,-3.68306004434403,0.947971809579791
-2.13721364776799,0.883356563529156,-4.40996315114515,0.973715822768673
-2.11857904262716,0.88798446132038,-4.37718343464216,0.982946470645449
-1.97177546922775,0.804470788610525,-3.50708997674948,0.840755701094404
-1.69116859704049,0.794312944333467,-4.21821551867327,1.00890472767356
-1.76221623890506,0.776597388674348,-3.91764556424673,1.04762286401711
-1.4229812593162,0.415556510715346,-4.13837579354349,0.929820654979844
-1.35248591611675,0.485138211886604,-3.37624879504632,0.848075686712949
-1.35248591611675,0.485138211886604,-3.37624879504632,0.848075686712949
-1.27317217554238,0.456612317056368,-3.15440205420307,0.719568827160351
-1.34218570640918,0.509474386977867,-4.47925257870287,1.13589080140115
-1.34029614059248,0.464481156862906,-3.35651708634455,0.891143488933897
-1.22981562298318,0.361261738378499,-3.45072737927801,0.808560893165318
-0.965725093705378,0.352365782580696,-3.52338762967574,0.914744165175308
-1.02457607556909,0.369937377546671,-3.9093622975959,0.94527900568626
-2.13167711377446,0.956568877351566,-4.62004746123337,1.17864125529869
-1.81696805117156,0.79137681846935,-4.27721741172764,1.08713210857187
-2.11206165712103,0.843618346494366,-4.35271384924381,1.0285276528168
-2.35188892572541,0.916807276152997,-4.01355840110334,1.04115831334989
-2.26189196372436,1.02052077425379,-4.26299693939382,1.0401136672476
-1.85307972585277,0.549013723687685,-3.66955656678233,0.992396001957546
-1.58132352581018,0.695912597393025,-3.98567004581331,1.03008698425908
-1.7598873800461,0.673106210662897,-4.11237769538757,0.998738980947018
-1.9671169332244,0.8242019946586,-3.78496423501388,0.899668109355437
-1.97802294844553,0.667586136888296,-4.36758904922476,1.11006977273091
-2.1399048546358,0.855689843317815,-3.22513417200404,0.717622717497645
-2.08739454361714,0.776438752679354,-5.00042114760058,1.27539770061559
-1.63250531168703,0.726039738941811,-3.81207199287499,0.891900307412116
-1.52058468857521,0.628207355352012,-3.50376932201536,0.911422622478061
-1.6545900096761,0.696253870989404,-3.43779377168838,0.832447098816397
-2.0845220365149,0.744879770594818,-3.32914567933995,0.821266022133238
-1.79358287888784,0.650343781702402,-4.09153051780084,1.00526484100145
-1.55253002754907,0.643842133692328,-3.99654891924545,1.02629793963144
-1.69052226996746,0.562361129414544,-3.68201943922921,0.892861679025652
-2.04802069394073,0.756753154433907,-4.17901395812071,1.03912768138195
-1.97875745460174,0.778127188135676,-4.124564084352,1.04736682420334
-1.99764361557775,0.787315089540914,-4.82572126345755,1.16913197121162
-2.0668779050018,0.848297810671818,-4.57845218793986,1.07597193412182
-1.92016300760276,0.729794201681222,-3.55802220304699,0.785254329863879
-2.19676298919382,0.885974758861641,-3.29722597249849,0.882266070869306
-1.83911104941224,0.760434868858023,-3.90798825154102,0.882741250014336
-2.02476161384718,0.786051893166406,-3.62656451050128,0.954099397754888
-2.06025218812675,0.847966319750917,-4.10491120450215,1.11252113998533
-2.37547220750209,0.987862938075581,-3.58806970794085,0.805373309193318
-2.07930207552455,0.842606712123136,-3.85136773359515,0.906483762958934
-1.75375138762868,0.720200258012966,-3.17055067160304,0.808665852957255
-1.67430895418823,0.729831420891072,-3.46693762952712,0.781945401580446
-2.0859069614382,0.75940582626571,-3.95108745907042,0.983013611974049
-2.16426227992484,0.781352002362598,-3.9086906481283,0.984114415340482
-2.19828357769071,0.764961652941337,-3.90418050147681,1.02637924885907
-2.11987923674298,0.902042147959122,-4.39046558591413,1.01721028233987
-2.35976586968263,1.00500715524488,-3.58308144821747,0.992236332869561
-2.10965484787469,0.834687618625261,-4.33152958482528,1.2288828515935
-2.02726577090474,0.824919151254532,-4.37019155677588,1.06604137369704
-2.2996972162931,0.895613560737998,-4.20775902319462,1.05633271138544
-2.59001743791168,0.963101414238606,-4.47684922493287,1.06904460402084
-1.90877026140572,0.777199865525846,-3.9314911392394,0.886486415747555
-1.74047797364655,0.679306293577418,-3.55455454133419,0.792204191290268
-1.69914212526986,0.612924926891879,-4.26672084624193,1.06589049134778
-1.64707394362998,0.606155362662693,-2.88394399974799,0.607113703083561
-1.57128762408326,0.639885607848058,-3.31405693575471,0.757976574506767
-2.19773982827363,0.937062852238051,-4.78274563921053,1.28457661654388
-2.33147496269477,0.870711497761878,-3.76205942516133,0.997471986000526
-2.19605217561953,1.00155232629651,-3.44459989275193,0.917900220053069
-1.62290685586789,0.571835441008139,-3.82188061579062,1.00080612249423
-1.58051894288382,0.587623733291789,-3.98168062118364,0.959719802436762
-2.16369013953323,0.900846397466065,-3.96907379260253,0.956481057378986
-1.85153066820759,0.742753790873084,-4.10244375013933,1.01586194189026
-1.9522376666491,0.782942456387903,-3.74245554791358,0.794213712968193
-2.37813782012651,0.948266065592524,-4.51521314387252,1.26599827467218
-2.24234842818103,0.958440759289073,-4.35859474707336,1.14325819696551
-2.07271500202965,0.758239871059097,-3.58255357384842,0.958822177044945
-1.62242404831756,0.722950133342065,-3.39967718471314,0.933691645719671
-1.92179603928727,0.669430525437318,-3.79759958543541,0.843675304512455
-1.87284152045517,0.889857147213528,-3.1527283446733,0.717844568778972
-1.98271907319916,0.836445622471038,-2.94675053493899,0.735508977155161
-1.92831274218268,0.852924741295968,-3.3840933193002,0.701798534133041
-1.72868228460597,0.589788871815268,-4.12540111814916,0.923187408034216
-2.05374660652976,0.92031174780529,-3.51337997963648,0.792344270628179
-1.63151143379229,0.50414028351085,-4.21686713248837,1.06267781397344
-1.61564347629942,0.722160555507341,-4.21149600505223,1.06071795557901
-1.87809521131144,0.6627666096048,-4.20021284451937,1.1082320861974
-1.53005220932459,0.572217913635969,-3.59033984755872,0.847847814022487
-1.45572737688626,0.566230630916541,-3.55620621853928,0.904349944087779
-1.70027462605041,0.51559908269813,-3.65586971323918,0.858240967021675
-1.59910685155345,0.501643792756136,-3.209472924126,0.801382787234249
-1.46989657484982,0.524021823524709,-2.72454984329511,0.628589292812101
-2.70833289969378,1.1386237694085,-4.53951827948447,1.20082525346527
-2.01119302073434,0.706854007217424,-4.62545476926215,1.29286929991963
-2.18538532955924,0.961334622959473,-3.56754555420578,0.910575484141716
-2.53131077947327,0.888573585732953,-4.05503162321314,1.04082874280913
-2.42403090502866,0.888681747973868,-4.13010087330524,0.968733062132202
-1.40892924912888,0.697350039194253,-4.1376649557807,1.08741691364237
-1.69872020773838,0.670215000104474,-3.73568385867189,0.888037225312012
-2.63126860139468,1.02661316941826,-5.44957533495315,1.46632938790697
-2.47447064021366,1.11156087689018,-4.64146535104477,1.21883757591032
-2.55235462497383,1.13465239724065,-4.53069057664115,1.21636642996826
-2.20869164633324,0.885498477567366,-4.0372837892453,0.984482178601884
-1.64564157810243,0.665811095759242,-3.76977450962677,0.845129638325488
-1.6667591788335,0.751535172376249,-3.55868162448888,0.938165453417253
-1.83393079479772,0.730878375937882,-4.33112570436222,1.04038243562743
-1.85267572691613,0.751654135800959,-4.18254813733906,1.05601147997473
-1.80922882013138,0.699699576774051,-3.89350153818365,0.998817809171095
-1.71006477193907,0.627324790326606,-4.41776844063704,1.1010172708552
-2.11596879830749,0.923755630677218,-3.86762129402433,0.965095490732504
-1.84684490937429,0.738444468651843,-4.27823614510855,1.02934690831055
-1.82173449224518,0.754603259575867,-3.97418623930453,1.14280527213498
-1.78067738360948,0.679183452952423,-4.4024679666711,1.06922987370295
-2.12241300857759,0.833903377613332,-3.09161793791918,0.797803173600463
-1.92201991286624,0.781680646172102,-4.18282876925829,1.0475579793063
-1.78896577303478,0.832167367198602,-4.08336595851515,1.00043074994746
-1.81866956290597,0.709970385533266,-4.41247233341542,1.15309252856037
-1.42700415770442,0.560850309099189,-4.83143080038141,1.14351722715941
-1.52921782777841,0.531092332244232,-4.536223232826,1.19522112211277
-1.40523872935711,0.476862281813251,-3.64719265530704,0.956477336741235
-1.63380709180526,0.502062621563058,-3.81928301932166,0.89507009988469
-1.51103171142385,0.573106785309213,-3.82118244941518,0.996718451138879
-2.42373284112272,0.950441943134596,-4.28071362084668,1.15426887989491
-1.83986100897119,0.786052825659816,-4.56789653162862,1.13185968742016
-1.7738741736094,0.644165980429206,-3.79568797075481,0.932003779545139
-1.96357748649686,0.746743512249799,-4.01657874903183,0.989504508712228
-2.03106356326259,0.796153140150828,-3.81583116923804,0.986186448043924
-2.03291412178258,0.778146879657509,-3.94419287749488,0.969597989385728
-2.24821261655615,0.995674308023255,-3.93114466430795,0.991967874078288
-2.24160953435667,1.00225620771568,-3.78971551622133,0.977847715423119
-2.03985922352096,0.781925319085892,-3.48100974619796,0.881039115336842
-1.8167989055283,0.64861217436218,-4.11416754670203,1.01470134835943
-1.46370167071766,0.605976883538277,-4.46135871607009,1.05939160100263
-1.63020094980187,0.514242132056647,-4.17260479400683,0.975702024436934
-1.59477129641575,0.560472976744759,-3.78097810820069,0.98638459676528
-1.40284272075153,0.600400141095162,-3.88128959914239,0.949073764380323
-1.53489292744651,0.733543576759647,-3.41405627828601,0.800728093145372
-2.23961702540134,0.933200822921537,-4.08759041971056,0.97080545003773
-2.15732300512485,0.867009189371204,-3.72015121173037,0.90197254542205
-1.93730517274297,0.912960483345331,-3.59779291830459,0.87439293827522
-2.37940777742857,0.905717347161519,-3.42603542640045,0.835361742310557
-2.43655418390743,0.830379911387971,-3.35467290173425,0.758104263843034
-1.87538733861568,0.549856339326253,-3.95082246236659,1.04512383877194
-1.58362910298443,0.629948261461462,-3.58688415152368,0.984923864594249
-2.08539202548873,0.832322556389088,-5.27543836208034,1.36093503080379
-1.98995983918513,0.980596784489574,-5.32251978844276,1.39757252255393
-1.57542728058007,0.425882841351244,-4.4249436900045,1.14054603074879
-1.63698653569461,0.51785823575737,-3.46786973757541,0.796209426166823
-1.76902108449662,0.510652220380313,-3.44048556246564,0.921262029196713
-1.74315222985339,0.516206411803047,-3.70958290078832,0.873276587176166
-1.84871013577472,0.677063904697325,-4.34634194067896,1.09445173721786
-1.76591356257965,0.718563257841562,-3.49665153691029,0.955800517560714
-2.06116134900615,0.817378358678114,-4.92726671508485,1.15771476728512
-2.05266999749841,0.824150339744792,-4.95457886904104,1.23142919948248
-2.04737445392709,0.824320264424881,-4.78921287425749,1.30191821558496
-1.72435869643936,0.76297112174794,-3.27043157732096,0.894037595665019
-1.83438846506476,0.828812933782201,-3.9661147545692,0.960947035356513
-1.272453451451,0.461553197849109,-4.09217798625148,1.05042368413449
-1.53010931190286,0.430282651020666,-4.47586094345472,1.19538483537851
-1.52637841545263,0.600878966950961,-4.62367947836342,1.13159905266951
-2.318722315953,0.896050449870923,-2.95188808391051,0.6535957874494
-2.35583949168983,1.03837302313641,-3.13844447012003,0.741678768658486
-1.76414217659148,0.661973382746165,-4.93752760762949,1.26639353203504
-1.52348427984342,0.612911613943891,-3.96409403726857,0.944611309763985
-2.49748484514619,1.06118776589843,-3.59517853385679,0.79473460789165
-2.41692843542641,0.955292868310277,-3.60845475289175,0.938275805973796
-2.02846997169031,0.808798670608378,-4.53951245498472,1.23207293437014
-1.50501180484563,0.606255854426327,-3.78045258948892,0.876268037496619
-1.61965139818385,0.609939382428305,-3.46265604995104,0.797025126063317
-1.57918799591116,0.585221405653302,-3.07035973437739,0.62170243704631
-2.09534719899921,0.923974554491499,-3.69997999787948,1.02112539902408
-2.04630773282455,0.808077777553435,-3.86572390821297,0.867575894096546
-1.94017091013337,0.831800420776167,-3.73153194760686,1.0000601309748
-2.00944689223895,0.863590279338879,-4.27781550980675,1.01657731259021
-1.70705604121613,0.636137822137719,-4.08476505408682,0.954072378872249
-1.56411292596008,0.581715441257025,-3.96016295281705,1.06725005011848
-1.76104861913062,0.763761215266472,-3.74094434718136,0.863154870613333
-1.78568469432266,0.730401796208156,-4.12855281373334,1.12210015384336
-1.81189481369048,0.626664970083132,-4.8264698367904,1.26920435509266
-1.69860794457976,0.690559455801829,-4.62907000382859,1.17241741338355
-1.85408625047996,0.695067970337913,-4.62150572746336,1.17037893556327
-1.90921449305496,0.641474612543496,-4.50872840347899,1.26978830756224
-1.72125624590813,0.748817792415574,-3.72776096984197,0.937760633367352
-1.79890289141384,0.744501811499656,-3.88489513221321,1.00868720805469
-2.21612206726811,0.683644069048624,-3.94318100882944,0.957373628427597
-1.91391635606532,0.811321768687326,-4.11282742864645,1.07318456388436
-2.21246475161681,0.847813466772257,-3.25740126694088,0.782783008014483
-2.23950878196954,0.934812608522576,-3.34933032095356,0.747611063818107
-1.51523701170168,0.729100424614668,-5.23819806466508,1.35665010010835
-2.24518994232133,0.659048482966643,-4.39536438314131,1.05279828161677
-2.18816815018221,0.669853125557449,-4.40078856999185,1.1419989123437
-1.7013927027705,0.886168389530643,-3.19894064593342,0.745474110639016
-2.1223349285736,0.671438589374231,-4.1872363237244,1.18731739800981
-1.99814866364444,0.778443704397501,-4.35416507063054,1.16522882008272
-1.72257302280088,0.613245392514015,-4.17555692640151,1.04182888851841
-1.77855310445435,0.635082181434567,-3.80577118638476,0.96208852130408
-2.33898304969057,0.919991432015602,-4.10993679045217,1.00798115226379
-1.74857741692695,0.608339856342729,-3.58285711375882,0.881207159420928
-1.81052785017192,0.665441905540954,-3.82652469573841,0.948055963732194
-1.69537392677795,0.622210604164265,-3.66733335226661,0.938936238766849
-1.94299050317004,0.706128346585495,-3.56237737576493,0.823155971465889
-1.84447250744768,0.85276024588292,-3.8123215116099,0.852924100527
-2.15053389999244,0.915623811551149,-3.54558855124454,0.975534202402178
-1.98033333747808,0.876839920132612,-3.72480726045659,0.906533093857211
-2.0614527177248,0.883090691023258,-3.41269992837801,0.811440261401594
-2.04130737050905,0.88024995103633,-3.49397628181698,0.772084218654397
-2.03907401274184,0.870004040459145,-3.30278197772821,0.858180039022727
-1.76975367031934,0.615007034965609,-4.20366352572351,1.1133845672665
-1.64422031558144,0.701718543658101,-3.4723104571583,0.893789729624602
-2.14586197767837,0.815136951792831,-4.22199600974896,1.14353954316057
-1.99692682339533,0.789448983378962,-4.15301971263905,0.972627496647039
-2.54055181922373,1.03310830683733,-3.73136244745517,1.02039830086211
-1.84472834745336,0.704815942963782,-4.20250177874838,0.980272985555297
-1.94385543033942,0.796607630569976,-3.83965381768003,0.818379656703318
-1.93934776524871,0.772620719443627,-3.8362090751052,0.856432464441313
-2.07101412936357,0.877035473249298,-3.89750471716786,1.03178426561304
-2.21832512711897,0.953006826763022,-4.51582223909887,0.930348571291738
-2.21793797293468,0.961985845759254,-4.49494908597411,0.963208661595207
-1.90810448113023,0.748004188930525,-3.64980109861485,1.0027330549261
-1.53067005525748,0.664802706156826,-4.20339147447477,0.96227454437834
-1.50373820577701,0.691832690105682,-3.73150276480316,1.06167861541542
-1.66100893812375,0.689523392340182,-3.89456946509691,0.988623984598017
-2.21062243193787,0.942437384076431,-3.36574943209811,0.776997816249497
-1.67009872586513,0.663109736085158,-4.92653602829903,1.20856059348549
-1.61741729295018,0.734543335300864,-4.65736830448547,1.16816197810997
-1.95788210266797,0.657634398628887,-4.6301451497137,1.13426198339368
-1.75288003588384,0.802814568210164,-4.24139090484546,1.01981706950551
-2.12492882008739,0.768983217459007,-4.81731581549586,1.17472445398058
-1.64010425265667,0.491009660294541,-3.31148163996363,0.794950899468668
-1.56088554865663,0.674814794816732,-4.28870948728461,1.06783951450934
-1.84421391153464,0.806419159332189,-4.10104197920811,1.03239515494496
