"cwc_base","cwc_inc","uwc_base","uwc_inc","rc","mc","rwc_base","rwc_inc","mwc_base","mwc_inc","cp","ptpower"
-2.49053128445106,1.00009435230208,-3.65646768028277,0.875551468819788,-4.20086768835335,-6.19241489167501,-8.00098081893868,1.10372369594903,-8.47935319337837,0.92624273486804,24.1920161905609,0.689562552489381
-2.88638327520603,1.05765540152169,-4.2207707974602,1.07849722820917,2.40498818483153,0.468438639446514,-2.48540480608774,1.23357020376203,-2.3632252459296,0.987830841022671,23.3291967844537,0.808539422772932
-2.84969009692551,1.08733137732937,-4.37375480516173,1.02539658099826,2.20753262034151,0.200389530751585,-2.17886987281092,1.01354459734852,-1.77980549636649,0.849994554195144,23.365892294942,0.740499892306524
-2.71475653645447,1.04140127918123,-4.18456079240692,1.04425962123186,2.837816571281,0.890287910727025,-2.39673412275744,1.26383235826841,-1.86417799009389,1.1556926969178,22.1553060864699,0.641963087969992
-2.72297216569507,1.07230679577396,-4.44805131511632,1.13742266836025,3.47555747699507,1.49781763986105,-0.847520307313655,0.50727666559715,-0.675271576097577,0.441131553936957,23.2996344695561,1.1425947369424
-2.66615554570951,1.01000382838471,-4.44907018474735,1.10619556971187,4.11822836678469,2.16659215069738,0.0781414965421975,0.756783823787169,0.109398608291247,0.728044340802745,24.0240807707571,0.874294707862106
-3.04779428122696,1.16978438822506,-3.72925297245563,0.892580491097094,-0.347640901627468,-2.6789019384677,-4.34119518708573,1.45154271092716,-4.79000709026726,1.38124823130487,25.3159636612544,0.598033593147545
-2.53074280244423,0.944530662108624,-3.72740331837584,0.889241575266514,-0.279541457496616,-2.32705322408506,-5.28966178526774,0.948704019564526,-5.20020109513261,0.798311931942313,22.6530605684172,0.875463043480699
-3.10191881335789,1.16497575645184,-4.13629795691899,1.01802600065936,-4.16848924452496,-6.00563986462903,-7.92089742290662,0.347165353346915,-8.25667410067425,0.350989124707135,23.3952707924998,1.26495790170089
-2.90256096788181,1.16521416874309,-4.07616594740325,1.01391829789986,-2.66040486871824,-4.58133734059051,-6.9198806942764,0.421992217447101,-6.89336653977688,0.386719329819695,22.6330742187555,1.19446616596071
-2.5040875294969,0.984464711332157,-3.89516478260084,1.00035156446576,-3.91974979926151,-5.81482917746248,-7.98203230648615,0.478486310050721,-8.67904582063916,0.519624552643876,23.2296966345478,1.13843845185692
-3.18897250331442,1.21308866933729,-4.02303297250396,0.933618278930968,7.96476914951687,6.00029496843204,3.70053129739941,1.20773228912168,3.82950382013465,0.878911590074715,24.4701870106357,0.844137573644783
-2.99393981278639,1.18353853676594,-4.01600099577185,0.930256730632822,8.79760512373195,6.8176303269361,4.4331919239978,1.19493692505505,3.80843630491823,1.0994416151364,23.7337822725625,0.753774377454549
-2.9903297486584,1.1916723353091,-3.99457486542686,0.990619936526806,7.05836001016953,4.94171069473872,3.20992197653026,0.809604878821639,2.83978144218294,0.989530870017859,23.6283446493549,0.787054172809799
-2.50115703063155,0.901142481803582,-4.16415652537519,1.03875785271388,3.38020611223636,1.45233864659306,-0.772394842115578,1.33170276750322,-0.932022612915158,1.42878721756983,24.2255097322657,0.545596731565849
-2.91916262533832,1.11888405597411,-3.8880646198102,0.999678382349297,2.19888283211278,0.333162490054793,-2.24636488467627,1.42200877938057,-1.54508111573279,0.962424094714263,24.3939502660232,0.771919783516343
-2.82619174511332,1.09171071274003,-4.58404515329053,1.15977456089932,1.58557309651256,-0.553073865493597,-2.4797135654755,1.36988324913875,-2.92504548052806,1.12090263610732,23.7845822243883,0.632302026196155
